ENSG00000010379	ENSMUSG00000030108	ENSRNOG00000012876	ENSOCUG00000000003	ENSCPOG00000013744	ENSSTOG00000000918	ENSMLUG00000000435	ENSPVAG00000004771	ENSECAG00000013410	ENSCAFG00000015769	ENSMICG00000007883	ENSOGAG00000000310	ENSGGOG00000004892
ENSG00000154127	ENSMUSG00000032020	ENSRNOG00000008187	ENSOCUG00000013072	ENSCPOG00000002154	ENSSTOG00000006728	ENSMLUG00000002693	ENSPVAG00000014317	ENSECAG00000018634	ENSCAFG00000011716	ENSMICG00000004676	ENSOGAG00000005102	ENSGGOG00000000599
ENSG00000114841	ENSMUSG00000019027	ENSRNOG00000026914	ENSOCUG00000007895	ENSCPOG00000003223	ENSSTOG00000010134	ENSMLUG00000015263	ENSPVAG00000012549	ENSECAG00000000475	ENSCAFG00000009717	ENSMICG00000002743	ENSOGAG00000012038	ENSGGOG00000015852
ENSG00000168481	ENSMUSG00000033595	ENSRNOG00000011323	ENSOCUG00000002020	ENSCPOG00000003300	ENSSTOG00000016514	ENSMLUG00000029448	ENSPVAG00000009867	ENSECAG00000020126	ENSCAFG00000009637	ENSMICG00000001018	ENSOGAG00000004899	ENSGGOG00000000834
ENSG00000109943	ENSMUSG00000032021	ENSRNOG00000008153	ENSOCUG00000013086	ENSCPOG00000002159	ENSSTOG00000005840	ENSMLUG00000013379	ENSPVAG00000014315	ENSECAG00000007708	ENSCAFG00000011705	ENSMICG00000004685	ENSOGAG00000005105	ENSGGOG00000009350
ENSG00000122870	ENSMUSG00000014329	ENSRNOG00000000614	ENSOCUG00000013696	ENSCPOG00000015585	ENSSTOG00000000168	ENSMLUG00000005170	ENSPVAG00000008004	ENSECAG00000013979	ENSCAFG00000012331	ENSMICG00000002045	ENSOGAG00000000304	ENSGGOG00000005484
ENSG00000111530	ENSMUSG00000020114	ENSRNOG00000007834	ENSOCUG00000005019	ENSCPOG00000001791	ENSSTOG00000006549	ENSMLUG00000009166	ENSPVAG00000013753	ENSECAG00000013404	ENSCAFG00000000397	ENSMICG00000004211	ENSOGAG00000024495	ENSGGOG00000000872
ENSG00000109944	ENSMUSG00000032023	ENSRNOG00000008138	ENSOCUG00000015523	ENSCPOG00000002163	ENSSTOG00000022876	ENSMLUG00000017598	ENSPVAG00000008893	ENSECAG00000010865	ENSCAFG00000011695	ENSMICG00000004695	ENSOGAG00000011458	ENSGGOG00000006104
ENSG00000105865	ENSMUSG00000020648	ENSRNOG00000008155	ENSOCUG00000012784	ENSCPOG00000002384	ENSSTOG00000000212	ENSMLUG00000002731	ENSPVAG00000014548	ENSECAG00000014852	ENSCAFG00000003919	ENSMICG00000012904	ENSOGAG00000013113	ENSGGOG00000003821
ENSG00000204469	ENSMUSG00000024393	ENSRNOG00000000852	ENSOCUG00000007879	ENSCPOG00000021508	ENSSTOG00000012911	ENSMLUG00000009282	ENSPVAG00000012372	ENSECAG00000020637	ENSCAFG00000000533	ENSMICG00000003604	ENSOGAG00000010257	ENSGGOG00000005523
ENSG00000188909	ENSMUSG00000054360	ENSRNOG00000024438	ENSOCUG00000002684	ENSCPOG00000002164	ENSSTOG00000021809	ENSMLUG00000017599	ENSPVAG00000008892	ENSECAG00000012828	ENSCAFG00000011686	ENSMICG00000004697	ENSOGAG00000014479	ENSGGOG00000006416
ENSG00000118785	ENSMUSG00000029304	ENSRNOG00000043451	ENSOCUG00000022536	ENSCPOG00000014587	ENSSTOG00000020566	ENSMLUG00000010286	ENSPVAG00000015097	ENSECAG00000017191	ENSCAFG00000009569	ENSMICG00000017387	ENSOGAG00000011188	ENSGGOG00000005577
ENSG00000174175	ENSMUSG00000026580	ENSRNOG00000002794	ENSOCUG00000016477	ENSCPOG00000006911	ENSSTOG00000008931	ENSMLUG00000008526	ENSPVAG00000007361	ENSECAG00000010918	ENSCAFG00000015180	ENSMICG00000012288	ENSOGAG00000010076	ENSGGOG00000000935
ENSG00000135736	ENSMUSG00000063605	ENSRNOG00000025843	ENSOCUG00000021509	ENSCPOG00000025486	ENSSTOG00000007357	ENSMLUG00000004093	ENSPVAG00000001403	ENSECAG00000020196	ENSCAFG00000008709	ENSMICG00000006576	ENSOGAG00000033410	ENSGGOG00000023878
ENSG00000091583	ENSMUSG00000000049	ENSRNOG00000003566	ENSOCUG00000003394	ENSCPOG00000012289	ENSSTOG00000026343	ENSMLUG00000001586	ENSPVAG00000011065	ENSECAG00000022165	ENSCAFG00000011281	ENSMICG00000013257	ENSOGAG00000013622	ENSGGOG00000009261
ENSG00000165443	ENSMUSG00000037747	ENSRNOG00000000274	ENSOCUG00000001539	ENSCPOG00000004180	ENSSTOG00000020099	ENSMLUG00000003593	ENSPVAG00000008006	ENSECAG00000019566	ENSCAFG00000012396	ENSMICG00000001299	ENSOGAG00000024079	ENSGGOG00000008898
ENSG00000168487	ENSMUSG00000022098	ENSRNOG00000010890	ENSOCUG00000010592	ENSCPOG00000019973	ENSSTOG00000016516	ENSMLUG00000002093	ENSPVAG00000009870	ENSECAG00000021675	ENSCAFG00000009587	ENSMICG00000001033	ENSOGAG00000004905	ENSGGOG00000007281
ENSG00000100095	ENSMUSG00000058153	ENSRNOG00000025612	ENSOCUG00000011442	ENSCPOG00000002641	ENSSTOG00000013451	ENSMLUG00000007797	ENSPVAG00000000501	ENSECAG00000023630	ENSCAFG00000011694	ENSMICG00000013652	ENSOGAG00000010569	ENSGGOG00000004972
ENSG00000154229	ENSMUSG00000050965	ENSRNOG00000003491	ENSOCUG00000007362	ENSCPOG00000014901	ENSSTOG00000003118	ENSMLUG00000001590	ENSPVAG00000011066	ENSECAG00000006771	ENSCAFG00000011326	ENSMICG00000013271	ENSOGAG00000013623	ENSGGOG00000015929
ENSG00000117020	ENSMUSG00000019699	ENSRNOG00000021497	ENSOCUG00000015901	ENSCPOG00000015504	ENSSTOG00000010595	ENSMLUG00000014204	ENSPVAG00000016770	ENSECAG00000019722	ENSCAFG00000015806	ENSMICG00000015514	ENSOGAG00000016417	ENSGGOG00000007722
ENSG00000153922	ENSMUSG00000023852	ENSRNOG00000014434	ENSOCUG00000004434	ENSCPOG00000003318	ENSSTOG00000004336	ENSMLUG00000016014	ENSPVAG00000006905	ENSECAG00000012445	ENSCAFG00000007672	ENSMICG00000003914	ENSOGAG00000016061	ENSGGOG00000011463
ENSG00000102384	ENSMUSG00000031262	ENSRNOG00000033335	ENSOCUG00000011953	ENSCPOG00000005923	ENSSTOG00000005219	ENSMLUG00000016934	ENSPVAG00000001559	ENSECAG00000009568	ENSCAFG00000017593	ENSMICG00000014963	ENSOGAG00000004149	ENSGGOG00000012614
ENSG00000163811	ENSMUSG00000041057	ENSRNOG00000026316	ENSOCUG00000003126	ENSCPOG00000010854	ENSSTOG00000014687	ENSMLUG00000010666	ENSPVAG00000013850	ENSECAG00000023777	ENSCAFG00000005253	ENSMICG00000014276	ENSOGAG00000009879	ENSGGOG00000015956
ENSG00000148541	ENSMUSG00000043259	ENSRNOG00000000275	ENSOCUG00000001543	ENSCPOG00000004183	ENSSTOG00000007056	ENSMLUG00000003595	ENSPVAG00000008007	ENSECAG00000000046	ENSCAFG00000012414	ENSMICG00000001302	ENSOGAG00000007787	ENSGGOG00000008904
ENSG00000128203	ENSMUSG00000029348	ENSRNOG00000000660	ENSOCUG00000006273	ENSCPOG00000000354	ENSSTOG00000023066	ENSMLUG00000007829	ENSPVAG00000000502	ENSECAG00000022754	ENSCAFG00000011720	ENSMICG00000013677	ENSOGAG00000029368	ENSGGOG00000004979
ENSG00000163075	ENSMUSG00000036962	ENSRNOG00000025479	ENSOCUG00000010082	ENSCPOG00000004735	ENSSTOG00000027526	ENSMLUG00000001509	ENSPVAG00000014353	ENSECAG00000018317	ENSCAFG00000004880	ENSMICG00000017212	ENSOGAG00000014557	ENSGGOG00000015489
ENSG00000111537	ENSMUSG00000055170	ENSRNOG00000007468	ENSOCUG00000024937	ENSCPOG00000011038	ENSSTOG00000014955	ENSMLUG00000002699	ENSPVAG00000015051	ENSECAG00000016021	ENSCAFG00000000408	ENSMICG00000004223	ENSOGAG00000004299	ENSGGOG00000006040
ENSG00000118762	ENSMUSG00000034462	ENSRNOG00000002146	ENSOCUG00000002396	ENSCPOG00000014588	ENSSTOG00000003921	ENSMLUG00000010300	ENSPVAG00000015098	ENSECAG00000024033	ENSCAFG00000009595	ENSMICG00000010044	ENSOGAG00000011193	ENSGGOG00000003323
ENSG00000108878	ENSMUSG00000020722	ENSRNOG00000003245	ENSOCUG00000008850	ENSCPOG00000008448	ENSSTOG00000007809	ENSMLUG00000014190	ENSPVAG00000010373	ENSECAG00000008962	ENSCAFG00000011372	ENSMICG00000013318	ENSOGAG00000033231	ENSGGOG00000012771
ENSG00000159164	ENSMUSG00000038486	ENSRNOG00000021182	ENSOCUG00000003894	ENSCPOG00000010250	ENSSTOG00000006537	ENSMLUG00000010756	ENSPVAG00000014170	ENSECAG00000007414	ENSCAFG00000011588	ENSMICG00000000293	ENSOGAG00000006260	ENSGGOG00000002959
ENSG00000102385	ENSMUSG00000000223	ENSRNOG00000026704	ENSOCUG00000004487	ENSCPOG00000000545	ENSSTOG00000005259	ENSMLUG00000017463	ENSPVAG00000001560	ENSECAG00000018955	ENSCAFG00000017618	ENSMICG00000015568	ENSOGAG00000000288	ENSGGOG00000004271
ENSG00000179456	ENSMUSG00000063659	ENSRNOG00000004423	ENSOCUG00000007968	ENSCPOG00000023254	ENSSTOG00000004290	ENSMLUG00000011285	ENSPVAG00000011441	ENSECAG00000018829	ENSCAFG00000015810	ENSMICG00000007600	ENSOGAG00000013580	ENSGGOG00000028442
ENSG00000000460	ENSMUSG00000041406	ENSRNOG00000002587	ENSOCUG00000013789	ENSCPOG00000012270	ENSSTOG00000003029	ENSMLUG00000006590	ENSPVAG00000015990	ENSECAG00000008931	ENSCAFG00000015151	ENSMICG00000012330	ENSOGAG00000010101	ENSGGOG00000016160
ENSG00000198265	ENSMUSG00000020721	ENSRNOG00000003213	ENSOCUG00000008856	ENSCPOG00000014911	ENSSTOG00000007818	ENSMLUG00000000962	ENSPVAG00000010376	ENSECAG00000010404	ENSCAFG00000011422	ENSMICG00000013321	ENSOGAG00000002482	ENSGGOG00000012312
ENSG00000035687	ENSMUSG00000015961	ENSRNOG00000004481	ENSOCUG00000013982	ENSCPOG00000002342	ENSSTOG00000004376	ENSMLUG00000017320	ENSPVAG00000003281	ENSECAG00000010744	ENSCAFG00000015815	ENSMICG00000007615	ENSOGAG00000006165	ENSGGOG00000011109
ENSG00000091137	ENSMUSG00000020651	ENSRNOG00000007314	ENSOCUG00000012634	ENSCPOG00000002391	ENSSTOG00000010945	ENSMLUG00000017370	ENSPVAG00000014551	ENSECAG00000022678	ENSCAFG00000003891	ENSMICG00000012921	ENSOGAG00000007081	ENSGGOG00000034830
ENSG00000135587	ENSMUSG00000019822	ENSRNOG00000000306	ENSOCUG00000008607	ENSCPOG00000003102	ENSSTOG00000028661	ENSMLUG00000003793	ENSPVAG00000006556	ENSECAG00000016972	ENSCAFG00000003816	ENSMICG00000014442	ENSOGAG00000015505	ENSGGOG00000003394
ENSG00000189350	ENSMUSG00000045761	ENSRNOG00000026344	ENSOCUG00000003887	ENSCPOG00000004687	ENSSTOG00000015741	ENSMLUG00000010699	ENSPVAG00000013851	ENSECAG00000022605	ENSCAFG00000005258	ENSMICG00000001254	ENSOGAG00000012108	ENSGGOG00000007738
ENSG00000166250	ENSMUSG00000032024	ENSRNOG00000007476	ENSOCUG00000015544	ENSCPOG00000004171	ENSSTOG00000003773	ENSMLUG00000014150	ENSPVAG00000000688	ENSECAG00000020131	ENSCAFG00000011656	ENSMICG00000004707	ENSOGAG00000007360	ENSGGOG00000013181
ENSG00000105879	ENSMUSG00000020659	ENSRNOG00000007253	ENSOCUG00000023738	ENSCPOG00000006196	ENSSTOG00000027668	ENSMLUG00000017372	ENSPVAG00000000781	ENSECAG00000010991	ENSCAFG00000031990	ENSMICG00000012936	ENSOGAG00000007082	ENSGGOG00000004921
ENSG00000163930	ENSMUSG00000021901	ENSRNOG00000019097	ENSOCUG00000007946	ENSCPOG00000003241	ENSSTOG00000010206	ENSMLUG00000015314	ENSPVAG00000012553	ENSECAG00000020681	ENSCAFG00000009520	ENSMICG00000002801	ENSOGAG00000012056	ENSGGOG00000015895
ENSG00000128294	ENSMUSG00000029344	ENSRNOG00000000664	ENSOCUG00000001810	ENSCPOG00000000359	ENSSTOG00000000236	ENSMLUG00000014093	ENSPVAG00000002620	ENSECAG00000012945	ENSCAFG00000011758	ENSMICG00000013749	ENSOGAG00000001503	ENSGGOG00000005006
ENSG00000204463	ENSMUSG00000024392	ENSRNOG00000000851	ENSOCUG00000007909	ENSCPOG00000002038	ENSSTOG00000012950	ENSMLUG00000009350	ENSPVAG00000012373	ENSECAG00000013260	ENSCAFG00000000575	ENSMICG00000003629	ENSOGAG00000010268	ENSGGOG00000005529
ENSG00000023171	ENSMUSG00000040111	ENSRNOG00000007166	ENSOCUG00000010493	ENSCPOG00000014646	ENSSTOG00000016452	ENSMLUG00000005638	ENSPVAG00000003485	ENSECAG00000020238	ENSCAFG00000011584	ENSMICG00000007638	ENSOGAG00000014595	ENSGGOG00000007671
ENSG00000143368	ENSMUSG00000068856	ENSRNOG00000021181	ENSOCUG00000004614	ENSCPOG00000008267	ENSSTOG00000000684	ENSMLUG00000010789	ENSPVAG00000014171	ENSECAG00000024737	ENSCAFG00000011617	ENSMICG00000000296	ENSOGAG00000006265	ENSGGOG00000004761
ENSG00000180957	ENSMUSG00000050017	ENSRNOG00000000665	ENSOCUG00000000511	ENSCPOG00000012298	ENSSTOG00000013939	ENSMLUG00000016540	ENSPVAG00000004270	ENSECAG00000010198	ENSCAFG00000011830	ENSMICG00000012254	ENSOGAG00000000391	ENSGGOG00000005061
ENSG00000135596	ENSMUSG00000019823	ENSRNOG00000000307	ENSOCUG00000006048	ENSCPOG00000003105	ENSSTOG00000011447	ENSMLUG00000003799	ENSPVAG00000006560	ENSECAG00000019131	ENSCAFG00000003824	ENSMICG00000014458	ENSOGAG00000015509	ENSGGOG00000003401
ENSG00000111554	ENSMUSG00000020212	ENSRNOG00000007286	ENSOCUG00000001665	ENSCPOG00000027490	ENSSTOG00000022138	ENSMLUG00000002713	ENSPVAG00000015055	ENSECAG00000000713	ENSCAFG00000000412	ENSMICG00000003661	ENSOGAG00000004314	ENSGGOG00000003147
ENSG00000091138	ENSMUSG00000001225	ENSRNOG00000006878	ENSOCUG00000001129	ENSCPOG00000014568	ENSSTOG00000010967	ENSMLUG00000017373	ENSPVAG00000000785	ENSECAG00000015404	ENSCAFG00000003853	ENSMICG00000012950	ENSOGAG00000007084	ENSGGOG00000006523
ENSG00000108091	ENSMUSG00000048701	ENSRNOG00000024019	ENSOCUG00000005508	ENSCPOG00000013674	ENSSTOG00000003359	ENSMLUG00000007235	ENSPVAG00000016451	ENSECAG00000006268	ENSCAFG00000012452	ENSMICG00000014031	ENSOGAG00000011350	ENSGGOG00000013697
ENSG00000179270	ENSMUSG00000044375	ENSRNOG00000008942	ENSOCUG00000003889	ENSCPOG00000004688	ENSSTOG00000020236	ENSMLUG00000010731	ENSPVAG00000011975	ENSECAG00000022549	ENSCAFG00000023626	ENSMICG00000001260	ENSOGAG00000029937	ENSGGOG00000003060
ENSG00000014914	ENSMUSG00000045934	ENSRNOG00000021176	ENSOCUG00000004616	ENSCPOG00000008271	ENSSTOG00000006589	ENSMLUG00000010798	ENSPVAG00000014172	ENSECAG00000023282	ENSCAFG00000011652	ENSMICG00000000298	ENSOGAG00000006266	ENSGGOG00000004764
ENSG00000115295	ENSMUSG00000024059	ENSRNOG00000008806	ENSOCUG00000001082	ENSCPOG00000008221	ENSSTOG00000002788	ENSMLUG00000010758	ENSPVAG00000011976	ENSECAG00000016141	ENSCAFG00000005283	ENSMICG00000000629	ENSOGAG00000009897	ENSGGOG00000027625
ENSG00000179361	ENSMUSG00000004661	ENSRNOG00000019677	ENSOCUG00000025077	ENSCPOG00000012901	ENSSTOG00000013927	ENSMLUG00000013261	ENSPVAG00000014726	ENSECAG00000013123	ENSCAFG00000017932	ENSMICG00000009542	ENSOGAG00000014431	ENSGGOG00000001766
ENSG00000133107	ENSMUSG00000027748	ENSRNOG00000011133	ENSOCUG00000012256	ENSCPOG00000011742	ENSSTOG00000000791	ENSMLUG00000000226	ENSPVAG00000005824	ENSECAG00000024910	ENSCAFG00000006044	ENSMICG00000011068	ENSOGAG00000011017	ENSGGOG00000007142
ENSG00000183765	ENSMUSG00000029521	ENSRNOG00000037509	ENSOCUG00000011299	ENSCPOG00000006172	ENSSTOG00000011573	ENSMLUG00000016587	ENSPVAG00000004522	ENSECAG00000004845	ENSCAFG00000011919	ENSMICG00000004213	ENSOGAG00000003966	ENSGGOG00000023242
ENSG00000010318	ENSMUSG00000021902	ENSRNOG00000018996	ENSOCUG00000007957	ENSCPOG00000003251	ENSSTOG00000000317	ENSMLUG00000015328	ENSPVAG00000012559	ENSECAG00000019268	ENSCAFG00000009508	ENSMICG00000002810	ENSOGAG00000012060	ENSGGOG00000015905
ENSG00000010671	ENSMUSG00000031264	ENSRNOG00000011331	ENSOCUG00000010621	ENSCPOG00000000549	ENSSTOG00000004722	ENSMLUG00000004336	ENSPVAG00000001567	ENSECAG00000020984	ENSCAFG00000017669	ENSMICG00000015601	ENSOGAG00000004545	ENSGGOG00000022176
ENSG00000115109	ENSMUSG00000026383	ENSRNOG00000023374	ENSOCUG00000008381	ENSCPOG00000003780	ENSSTOG00000015989	ENSMLUG00000000009	ENSPVAG00000005806	ENSECAG00000016637	ENSCAFG00000004855	ENSMICG00000012160	ENSOGAG00000007435	ENSGGOG00000005823
ENSG00000165379	ENSMUSG00000035653	ENSRNOG00000005550	ENSOCUG00000006290	ENSCPOG00000005325	ENSSTOG00000005979	ENSMLUG00000026480	ENSPVAG00000013056	ENSECAG00000024060	ENSCAFG00000013943	ENSMICG00000000876	ENSOGAG00000013874	ENSGGOG00000022719
ENSG00000154217	ENSMUSG00000040430	ENSRNOG00000015683	ENSOCUG00000015605	ENSCPOG00000011412	ENSSTOG00000003688	ENSMLUG00000013473	ENSPVAG00000016036	ENSECAG00000022070	ENSCAFG00000011476	ENSMICG00000012923	ENSOGAG00000011431	ENSGGOG00000006342
ENSG00000179476	ENSMUSG00000047227	ENSRNOG00000023230	ENSOCUG00000008733	ENSCPOG00000021987	ENSSTOG00000009376	ENSMLUG00000000177	ENSPVAG00000016903	ENSECAG00000007020	ENSCAFG00000013976	ENSMICG00000000632	ENSOGAG00000006919	ENSGGOG00000022396
ENSG00000010319	ENSMUSG00000021904	ENSRNOG00000018952	ENSOCUG00000007969	ENSCPOG00000004316	ENSSTOG00000000321	ENSMLUG00000015339	ENSPVAG00000012561	ENSECAG00000022121	ENSCAFG00000009481	ENSMICG00000002820	ENSOGAG00000004073	ENSGGOG00000015913
ENSG00000179454	ENSMUSG00000020948	ENSRNOG00000004218	ENSOCUG00000006372	ENSCPOG00000011148	ENSSTOG00000009381	ENSMLUG00000000180	ENSPVAG00000016904	ENSECAG00000008626	ENSCAFG00000013977	ENSMICG00000000634	ENSOGAG00000006921	ENSGGOG00000008107
ENSG00000145730	ENSMUSG00000026335	ENSRNOG00000033280	ENSOCUG00000001598	ENSCPOG00000011783	ENSSTOG00000006908	ENSMLUG00000000826	ENSPVAG00000006086	ENSECAG00000021895	ENSCAFG00000007593	ENSMICG00000004763	ENSOGAG00000008140	ENSGGOG00000009306
ENSG00000171094	ENSMUSG00000055471	ENSRNOG00000008683	ENSOCUG00000001085	ENSCPOG00000008234	ENSSTOG00000002811	ENSMLUG00000010803	ENSPVAG00000011977	ENSECAG00000007080	ENSCAFG00000005297	ENSMICG00000000637	ENSOGAG00000014350	ENSGGOG00000004378
ENSG00000198718	ENSMUSG00000035614	ENSRNOG00000004415	ENSOCUG00000006378	ENSCPOG00000015482	ENSSTOG00000009385	ENSMLUG00000005214	ENSPVAG00000016906	ENSECAG00000011619	ENSCAFG00000014001	ENSMICG00000015705	ENSOGAG00000003004	ENSGGOG00000034847
ENSG00000166261	ENSMUSG00000025602	ENSRNOG00000006312	ENSOCUG00000014264	ENSCPOG00000007108	ENSSTOG00000027536	ENSMLUG00000000666	ENSPVAG00000003496	ENSECAG00000024393	ENSCAFG00000011509	ENSMICG00000007659	ENSOGAG00000026373	ENSGGOG00000006891
ENSG00000168490	ENSMUSG00000003469	ENSRNOG00000010555	ENSOCUG00000009909	ENSCPOG00000005989	ENSSTOG00000016517	ENSMLUG00000002104	ENSPVAG00000009872	ENSECAG00000025002	ENSCAFG00000009461	ENSMICG00000001045	ENSOGAG00000004910	ENSGGOG00000007296
ENSG00000091136	ENSMUSG00000002900	ENSRNOG00000005678	ENSOCUG00000014676	ENSCPOG00000013175	ENSSTOG00000007474	ENSMLUG00000017378	ENSPVAG00000006977	ENSECAG00000008303	ENSCAFG00000025057	ENSMICG00000001246	ENSOGAG00000003755	ENSGGOG00000010725
ENSG00000198795	ENSMUSG00000024420	ENSRNOG00000016874	ENSOCUG00000005774	ENSCPOG00000015173	ENSSTOG00000012398	ENSMLUG00000009484	ENSPVAG00000015426	ENSECAG00000006546	ENSCAFG00000018158	ENSMICG00000006267	ENSOGAG00000007195	ENSGGOG00000027325
ENSG00000163644	ENSMUSG00000037826	ENSRNOG00000006893	ENSOCUG00000003452	ENSCPOG00000013828	ENSSTOG00000012516	ENSMLUG00000008111	ENSPVAG00000000894	ENSECAG00000005000	ENSCAFG00000009605	ENSMICG00000007655	ENSOGAG00000017222	ENSGGOG00000002763
ENSG00000163113	ENSMUSG00000038495	ENSRNOG00000042068	ENSOCUG00000013924	ENSCPOG00000001517	ENSSTOG00000026621	ENSMLUG00000010828	ENSPVAG00000014176	ENSECAG00000019449	ENSCAFG00000011671	ENSMICG00000000299	ENSOGAG00000030526	ENSGGOG00000024965
ENSG00000159873	ENSMUSG00000020482	ENSRNOG00000010706	ENSOCUG00000011319	ENSCPOG00000007791	ENSSTOG00000028887	ENSMLUG00000001732	ENSPVAG00000004527	ENSECAG00000020497	ENSCAFG00000032399	ENSMICG00000004228	ENSOGAG00000003970	ENSGGOG00000006830
ENSG00000114854	ENSMUSG00000091898	ENSRNOG00000018943	ENSOCUG00000007983	ENSCPOG00000003265	ENSSTOG00000000324	ENSMLUG00000015353	ENSPVAG00000012568	ENSECAG00000020452	ENSCAFG00000009404	ENSMICG00000002829	ENSOGAG00000004074	ENSGGOG00000015926
ENSG00000179151	ENSMUSG00000038957	ENSRNOG00000019579	ENSOCUG00000017740	ENSCPOG00000015595	ENSSTOG00000013936	ENSMLUG00000016382	ENSPVAG00000014733	ENSECAG00000017994	ENSCAFG00000017935	ENSMICG00000009558	ENSOGAG00000014441	ENSGGOG00000003552
ENSG00000010322	ENSMUSG00000021910	ENSRNOG00000018823	ENSOCUG00000007987	ENSCPOG00000003266	ENSSTOG00000000327	ENSMLUG00000015362	ENSPVAG00000012569	ENSECAG00000007104	ENSCAFG00000009389	ENSMICG00000002831	ENSOGAG00000004076	ENSGGOG00000015932
ENSG00000183579	ENSMUSG00000041961	ENSRNOG00000010290	ENSOCUG00000009684	ENSCPOG00000013801	ENSSTOG00000021823	ENSMLUG00000011996	ENSPVAG00000009807	ENSECAG00000011694	ENSCAFG00000011973	ENSMICG00000004243	ENSOGAG00000031763	ENSGGOG00000008289
ENSG00000141380	ENSMUSG00000037013	ENSRNOG00000016800	ENSOCUG00000009081	ENSCPOG00000004706	ENSSTOG00000015699	ENSMLUG00000000108	ENSPVAG00000009955	ENSECAG00000007703	ENSCAFG00000018147	ENSMICG00000013326	ENSOGAG00000003180	ENSGGOG00000004461
ENSG00000183762	ENSMUSG00000020393	ENSRNOG00000009947	ENSOCUG00000009703	ENSCPOG00000011832	ENSSTOG00000006611	ENSMLUG00000012018	ENSPVAG00000009811	ENSECAG00000008652	ENSCAFG00000011994	ENSMICG00000004247	ENSOGAG00000008979	ENSGGOG00000002171
ENSG00000136631	ENSMUSG00000015747	ENSRNOG00000021173	ENSOCUG00000014360	ENSCPOG00000002536	ENSSTOG00000014236	ENSMLUG00000010858	ENSPVAG00000014180	ENSECAG00000013816	ENSCAFG00000011714	ENSMICG00000015188	ENSOGAG00000006271	ENSGGOG00000026516
ENSG00000112365	ENSMUSG00000019826	ENSRNOG00000000308	ENSOCUG00000008598	ENSCPOG00000003110	ENSSTOG00000011460	ENSMLUG00000029884	ENSPVAG00000006563	ENSECAG00000009691	ENSCAFG00000003828	ENSMICG00000014485	ENSOGAG00000015518	ENSGGOG00000000430
ENSG00000153187	ENSMUSG00000039630	ENSRNOG00000033790	ENSOCUG00000014469	ENSCPOG00000011887	ENSSTOG00000000153	ENSMLUG00000000475	ENSPVAG00000002581	ENSECAG00000007955	ENSCAFG00000015835	ENSMICG00000004616	ENSOGAG00000014024	ENSGGOG00000004061
ENSG00000186998	ENSMUSG00000034164	ENSRNOG00000033575	ENSOCUG00000025643	ENSCPOG00000009491	ENSSTOG00000025084	ENSMLUG00000012024	ENSPVAG00000009812	ENSECAG00000023554	ENSCAFG00000012106	ENSMICG00000004254	ENSOGAG00000012482	ENSGGOG00000014434
ENSG00000140465	ENSMUSG00000032315	ENSRNOG00000019500	ENSOCUG00000017744	ENSCPOG00000015596	ENSSTOG00000013943	ENSMLUG00000008381	ENSPVAG00000015845	ENSECAG00000013817	ENSCAFG00000017937	ENSMICG00000009669	ENSOGAG00000014446	ENSGGOG00000016531
ENSG00000155085	ENSMUSG00000091415	ENSRNOG00000026352	ENSOCUG00000006123	ENSCPOG00000014052	ENSSTOG00000011481	ENSMLUG00000003816	ENSPVAG00000006566	ENSECAG00000011142	ENSCAFG00000003835	ENSMICG00000014498	ENSOGAG00000015522	ENSGGOG00000015472
ENSG00000104635	ENSMUSG00000022094	ENSRNOG00000009832	ENSOCUG00000008681	ENSCPOG00000001112	ENSSTOG00000016523	ENSMLUG00000010611	ENSPVAG00000009882	ENSECAG00000008287	ENSCAFG00000009425	ENSMICG00000001076	ENSOGAG00000010558	ENSGGOG00000003765
ENSG00000103653	ENSMUSG00000032312	ENSRNOG00000019374	ENSOCUG00000022492	ENSCPOG00000003446	ENSSTOG00000022236	ENSMLUG00000013625	ENSPVAG00000012946	ENSECAG00000013581	ENSCAFG00000017945	ENSMICG00000008184	ENSOGAG00000005591	ENSGGOG00000011152
ENSG00000111581	ENSMUSG00000052798	ENSRNOG00000006541	ENSOCUG00000010886	ENSCPOG00000008635	ENSSTOG00000003887	ENSMLUG00000002584	ENSPVAG00000002542	ENSECAG00000007483	ENSCAFG00000000417	ENSMICG00000013152	ENSOGAG00000002661	ENSGGOG00000012583
ENSG00000144118	ENSMUSG00000004451	ENSRNOG00000002440	ENSOCUG00000005992	ENSCPOG00000004126	ENSSTOG00000001208	ENSMLUG00000005466	ENSPVAG00000005807	ENSECAG00000014701	ENSCAFG00000004844	ENSMICG00000012197	ENSOGAG00000015936	ENSGGOG00000001648
ENSG00000154143	ENSMUSG00000011118	ENSRNOG00000031675	ENSOCUG00000003024	ENSCPOG00000019770	ENSSTOG00000010413	ENSMLUG00000014999	ENSPVAG00000010687	ENSECAG00000001263	ENSCAFG00000011230	ENSMICG00000001675	ENSOGAG00000008027	ENSGGOG00000003743
ENSG00000154144	ENSMUSG00000011114	ENSRNOG00000023850	ENSOCUG00000003027	ENSCPOG00000007887	ENSSTOG00000010419	ENSMLUG00000001887	ENSPVAG00000010688	ENSECAG00000007465	ENSCAFG00000011215	ENSMICG00000001677	ENSOGAG00000015693	ENSGGOG00000003750
